location,BHK,total_sqft,bath,price
Mahatma Gandhi Road,2,1190,2,48.6
Mangalwar peth,2,1175,2,42
Market yard,2,1140,2,40
Model colony,2,1095,2,33.6
Mukund Nagar,1,782,1,19.55
Mundhawa,3,1435,2,80
Nagar Road,2,725,2,36
Nana Peth,3,1600,2,88
Padmavati,3,1674,3,90
Pashan,2,1243,2,46
Paud Road,3,1703,3,130
Pirangut,3,1350,3,71.55
Prabhat Road,2,1145,2,41.21
Pune Railway Station,2,1216,2,75
Rasta Peth,2,1100,3,60
Raviwar Peth,4,2425,5,201
Sahakar Nagar,2,1196,2,40.54
Salunke Vihar,3,1600,3,90
Sasson Road,3,1510,3,47.57
Senapati Bapat Road,2,780,2,72
Shaniwar Peth,2,1194,2,47
Shivaji Nagar,2,1250,2,110
Sinhagad Road,4,1250,4,100
Swargate,1,620,2,48
Tilak Road,3,1630,3,60.65
Uruli Devachi,2,1020,2,45
Vadgaon Budruk,3,1410,2,53.58
Wadgaon Sheri,2,1181.7,2,100
Vishrant Wadi,3,1691,3,113
Wagholi,4,1200,4,83
Wakadewadi,2,1200,2,60
Wanowrie,2,1050,2,50
Warje,3,1300,3,77.99
Yerawada,2,1356,2,94.84
Alandi Road,2,1338,2,103
Ambegaon Budruk,1,500,1,20
Anandnagar,3,1280,2,100
Aundh,3,1531,3,51.77
Balaji Nagar,2,620,1,23.5
Baner,3,1605,2,65
Baner road,3,1917,3,110
Bibvewadi,3,1400,3,55
Budhwar Peth,2,1100,2,55
Bund Garden Road,3,2041,3,128
Camp,3,2070,4,160
Chandan Nagar,3,1110,3,59
Dapodi,3,1650,3,110
Dehu Road,3,1033,2,30.47
Dhankawadi,2,1142,2,65
Dhayari Phata,3,1500,2,75
Dhole Patil Road,3,1502,3,50
Erandwane,3,1176,2,45
Fatima Nagar,2,1063,2,32.8
Fergusson College Road,2,1100,2,60
Ganesh Peth,2,1044,2,85
Ghorpade Peth,2,1216,2,60
Ghorpadi,3,1425,3,55
Gultekdi,2,1345,2,108
Guruwar peth,2,1248,2,130
Jangali Maharaj Road,2,1025,2,35.88
Karve Road,3,1424,2,75
Kasba Peth,3,2500,3,268
Khadaki,2,1285,2,45
Khadki,2,1450,2,55.99
Kharadi,2,1160,2,70
Kondhwa Budruk,3,2000,2,95
Kondhwa Khurd,2,1125,2,47.65
Kothrud,2,1133,2,38.37
Law College Road,2,1240,2,60
Laxmi Road,3,1466,3,77.59
Mahatma Gandhi Road,3,1610,2,115
Mangalwar peth,3,1220,3,56
Manik Bagh,2,1225,2,48
Market yard,2,1300,2,54
Model colony,3,1996,4,123
Mukund Nagar,3,1320,2,55
Nagar Road,3,1835,3,175
Nana Peth,3,1435,3,90
Narayangaon,3,1601,3,70
Navi Peth,2,1257,2,93
Parvati Darshan,2,1309,2,95
Pashan,2,1362,2,100
Paud Road,2,1115,2,55
Pirangut,3,1870,3,90
Prabhat Road,2,1322,2,61.99
Pune Railway Station,3,1450,2,65
Rasta Peth,2,1185,2,67
Raviwar Peth,3,1790,3,120
Sahakar Nagar,2,1050,2,52.5
Salunke Vihar,1,693,1,27.375
Satara Road,1,775,1,39
Senapati Bapat Road,2,1000,2,48
Shaniwar Peth,2,1183,2,77.25
Shukrawar Peth,1,425,1,15
Sinhagad Road,2,820,2,30
Swargate,2,1200,2,52
Tilak Road,2,1151,2,43.6
Uruli Devachi,3,1320,2,59
Vadgaon Budruk,3,1450,3,68
Wadgaon Sheri,3,1270,2,50.79
Viman Nagar,3,1847,3,123
Vishrant Wadi,1,1020,2,49.87
Wagholi,3,1650,3,95
Wakadewadi,4,2380,4,242
Wanowrie,3,2400,2,78
Warje,2,1160,2,44
Alandi Road,3,1360,3,47.6
Ambegaon Budruk,2,1089,2,49
Anandnagar,2,1115,2,60
Aundh,2,1215,2,45
Aundh Road,2,1194,2,51
Balaji Nagar,3,1536,3,104
Baner,2,1255,2,55.5
Baner road,3,1571,3,83
Bhandarkar Road,2,900,1,70
Bhavani Peth,2,1517,2,125
Bibvewadi,1,664,1,35.4
Bopodi,2,1230,2,58
Budhwar Peth,2,1340,2,72
Bund Garden Road,2,1175,2,29.38
Chandan Nagar,2,1240,2,43.1
Deccan Gymkhana,3,1470,2,44.1
Dehu Road,1,525,2,29.25
Dhankawadi,3,1680,3,117
Dhayari Phata,2,1000,2,35
Dhole Patil Road,2,1071,2,51
Erandwane,3,1512,3,80
Ganesh Peth,2,1190,2,60
Ganeshkhind,3,1550,2,80
Ghorpade Peth,2,1283,2,63.22
Ghorpadi,2,1325,2,73
Gokhale Nagar,2,1105,2,35.36
Gultekdi,3,1600,3,74.5
Guruwar peth,4,400,2,35
Hadapsar,2,800,2,41.145
Hadapsar Industrial Estate,2,1100,2,44.55
Hingne Khurd,3,2099,3,147
Jangali Maharaj Road,3,1365,2,72
Kalyani Nagar,2,1485,3,132
Karve Nagar,2,1250,2,55
Karve Road,3,1290,2,56.12
Kasba Peth,2,1170,2,46.79
Katraj,2,1328,2,91.06
Khadaki,2,1232,2,87
Khadki,2,1180,2,88.5
Kharadi,3,1350,3,66
Kondhwa Budruk,4,2400,4,145
Kondhwa Khurd,2,1020,2,32
Koregaon Park,3,1410,2,49.34
Kothrud,3,2159,3,120
Law College Road,2,1453,2,16.5
Laxmi Road,3,1200,2,66
Lulla Nagar,2,1255,2,57.5
Mahatma Gandhi Road,2,1074,2,42.79
Mangalwar peth,3,1200,3,72
Manik Bagh,3,1170,2,35.41
Market yard,1,728.5,1,31.315
Model colony,3,1660,2,100
Mukund Nagar,5,900,6,95
Mundhawa,6,1850,3,175
Nagar Road,1,510,1,34
Nana Peth,3,1601,3,95
Narayan Peth,2,952,2,42
Narayangaon,2,1166,2,65
Padmavati,4,1900,3,97
Pashan,3,1520,2,96
Paud Road,4,2100,6,100
Pirangut,2,1175,2,50
Prabhat Road,2,1432,2,68
Pune Railway Station,2,1005,2,39.77
Rasta Peth,2,1309,2,80
Sadashiv Peth,2,1050,2,77
Sahakar Nagar,3,1100,3,53
Sasson Road,3,1565,2,56.34
Satara Road,2,940,2,56
Senapati Bapat Road,2,1015,2,40.1
Shivaji Nagar,3,1652,3,110
Shukrawar Peth,2,1100,2,52
Sinhagad Road,4,2340,4,145
Swargate,2,1200,1,81
Tilak Road,3,1400,3,69
Vadgaon Budruk,2,1020,2,27.43
Wadgaon Sheri,2,1267,2,90.33
Viman Nagar,4,2439,4,185
Vishrant Wadi,3,1645,3,95
Wagholi,3,1100,2,75
Wakadewadi,3,1320,2,38.12
Wanowrie,2,1000,2,29.7
Yerawada,6,2500,6,58
Alandi Road,2,2480,2,160
Ambegaon Budruk,2,1086,2,44.5
Anandnagar,1,416,1,18
Aundh,2,1066,2,52.23
Aundh Road,3,1730,3,93
Balaji Nagar,2,1205,2,63.86
Baner,4,2500,5,175
Baner road,2,960,2,55
Bhandarkar Road,3,1510,3,83.05
Bhavani Peth,4,1600,4,90
Bibvewadi,3,2300,3,142
Bopodi,2,1000,2,63
Budhwar Peth,2,1160,2,46.39
Bund Garden Road,3,1553,2,58.23
Chandan Nagar,2,1134,2,45
Deccan Gymkhana,5,2400,3,80
Dehu Road,4,2400,4,143
Dhankawadi,2,1350,2,65
Dhayari Phata,2,1032,2,42
Dhole Patil Road,3,1998,3,117
Erandwane,2,1225,2,48
Fatima Nagar,2,1262,2,67
Fergusson College Road,3,1842,3,115
Ganesh Peth,2,1300,2,60
Ganeshkhind,2,1070,2,38.6
Ghorpade Peth,2,950,2,33
Ghorpadi,2,1012,2,53.58
Gokhale Nagar,2,1000,2,70
Gultekdi,2,1394,2,56
Guruwar peth,3,1450,2,85
Hadapsar,1,527,1,35
Hadapsar Industrial Estate,3,1693,3,125
Jangali Maharaj Road,2,1000,2,46
Kalyani Nagar,2,952,2,49
Karve Road,1,1200,1,14
Kasba Peth,3,1410,2,64
Katraj,2,1400,2,108
Khadki,3,1826,3,125
Kharadi,3,1689,3,103
Kondhwa,3,1075,2,31
Kondhwa Khurd,2,960,2,48
Koregaon Park,2,808,2,40
Kothrud,2,907,2,38.5
Law College Road,2,1300,2,55
Laxmi Road,3,1804,3,150
Lulla Nagar,3,1350,3,81
Mahatma Gandhi Road,3,1836,3,125
Mangalwar peth,2,826,2,36
Manik Bagh,2,1200,2,68
Mukund Nagar,2,1460,2,80
Nagar Road,2,965,2,56
Nana Peth,4,2000,4,95
Narayan Peth,3,1395,2,70
Narayangaon,3,1660,3,116
Navi Peth,2,935,2,35
Padmavati,2,1180,2,39
Parvati Darshan,2,1090,2,31.48
Pashan,2,1204,2,82
Paud Road,3,2072,4,153
Pirangut,2,1056,2,65
Prabhat Road,2,985,2,62
Pune Railway Station,3,1315,2,49
Rasta Peth,2,734,2,22
Sadashiv Peth,3,2317,4,140
Sahakar Nagar,1,600,1,45
Salunke Vihar,4,2200,3,115
Sasson Road,2,656,2,25
Satara Road,1,400,1,11.5
Senapati Bapat Road,1,666,1,36.8
Shivaji Nagar,2,1174,2,47
Shukrawar Peth,2,1153,2,56.7
Sinhagad Road,4,1000,4,90
Somwar Peth,5,2400,5,85
Swargate,2,957,2,47
Uruli Devachi,2,1060,2,50
Vadgaon Budruk,2,1000,2,50
Wadgaon Sheri,3,1843,3,88
Viman Nagar,3,1150,2,40.25
Vishrant Wadi,3,1230,2,31.37
Wakadewadi,3,1703,3,130
Wanowrie,2,1125,2,41.5
Warje,3,1516,3,65
Yerawada,2,1130,2,56
Ambegaon Budruk,3,1512,3,103
Anandnagar,3,1491,3,88
Aundh,2,1250,2,95
Aundh Road,3,1650,3,90.75
Balaji Nagar,2,1140,2,48.7
Baner,4,1200,4,110
Baner road,3,1881,3,95
Bhandarkar Road,3,1100,3,56.57
Bibvewadi,2,1500,2,50
Budhwar Peth,2,1197,2,50
Bund Garden Road,6,2400,4,170
Camp,3,1345,3,60
Chandan Nagar,4,1200,4,100
Deccan Gymkhana,3,1260,2,95
Dhankawadi,2,1200,2,80
Dhayari Phata,3,1650,3,52
Dhole Patil Road,1,600,1,45
Erandwane,2,1025,2,35.88
Fatima Nagar,4,2302.5,2,80.59
Fergusson College Road,2,973,2,56
Ghorpade Peth,2,1007,2,75
Ghorpadi,1,800,1,39.99
Gokhale Nagar,3,1830,3,119
Gultekdi,2,1077,2,50
Guruwar peth,1,672,1,27
Hadapsar,3,1280,3,87
Hadapsar Industrial Estate,2,865,2,40
Hingne Khurd,2,1000,2,33
Jangali Maharaj Road,2,1285,2,65
Kalyani Nagar,1,662,1,29
Kasba Peth,3,1850,3,95
Katraj,3,1754,3,132
Kharadi,3,1567,3,100
Kondhwa,3,1695,3,50
Kondhwa Khurd,2,1150,2,69.44
Koregaon Park,3,1690,3,85
Kothrud,3,2350,3,210
Law College Road,2,1057,2,65
Laxmi Road,2,1320,2,91
Lulla Nagar,4,2119,4,111
Mahatma Gandhi Road,2,1125,2,48
Mangalwar peth,3,2254,3,170
Manik Bagh,1,645,1,34.18
Market yard,2,1050,2,52.08
Model colony,2,1040,2,41.6
Mundhawa,3,1760,3,115
Nana Peth,2,984,2,45.91
Narayan Peth,2,1140,2,38.65
Navi Peth,3,1365,3,54
Padmavati,1,560,1,19
Parvati Darshan,2,1404,2,75
Pashan,4,1540,4,45
Paud Road,3,1050,2,39
Pirangut,4,360,4,37
Prabhat Road,3,1550,3,72.5
Pune Railway Station,3,1653,3,93
Rasta Peth,2,1194,2,47
Raviwar Peth,3,1471,2,75
Sadashiv Peth,2,700,2,35
Sahakar Nagar,2,812,2,38.25
Salunke Vihar,3,1504,2,83
Sasson Road,3,1450,3,75
Satara Road,2,957,2,54.5
Senapati Bapat Road,1,460,1,13
Shivaji Nagar,2,1050,2,75
Shukrawar Peth,3,1820,3,85
Sinhagad Road,2,1033,2,32
Swargate,1,520,2,29
Tilak Road,2,1165,2,88.5
Uruli Devachi,2,1280,2,61
Wadgaon Sheri,1,600,1,58
Viman Nagar,3,1550,3,65.1
Vishrant Wadi,2,1392,2,130
Wagholi,3,1221,3,75
Wakadewadi,1,1000,1,19
Wanowrie,2,1300,2,60
Warje,2,1065,2,31.5
Yerawada,3,1209,2,65
Alandi Road,1,375,1,40
Anandnagar,3,1929,4,101
Aundh,2,1255,2,84
Aundh Road,2,1035,2,31.05
Baner,3,1650,3,101
Baner road,3,1275,2,65
Bhandarkar Road,2,1128,2,65.58
Bhavani Peth,2,1140,2,38.55
Bopodi,2,1183,2,58.56
Budhwar Peth,2,1155,2,39
Bund Garden Road,3,1245,2,43.57
Camp,2,1000,2,38
Chandan Nagar,2,1040,2,75
Dapodi,4,2062,3,140
Deccan Gymkhana,3,1477,2,75
Dehu Road,4,1050,3,85
Dhankawadi,3,1525,2,65
Dhayari Phata,2,2000,2,120
Dhole Patil Road,2,1220,2,65
Erandwane,3,2388,3,195
Fatima Nagar,2,1355,2,97.6
Fergusson College Road,2,1141,2,62
Ganesh Peth,2,1046,2,49.06
Ganeshkhind,1,630,1,35
Ghorpade Peth,2,1247,2,62.35
Gokhale Nagar,2,850,2,32.5
Gultekdi,2,1120,2,36
Hadapsar,3,1798,3,110
Hadapsar Industrial Estate,3,1180,2,45
Hingne Khurd,2,1000,2,34
Jangali Maharaj Road,2,1216,2,82
Kalyani Nagar,2,900,2,65
Karve Nagar,2,1100,2,65
Karve Road,3,1842,3,115
Kasba Peth,3,1075,2,43
Katraj,2,1495,3,88
Khadaki,3,1700,3,120
Khadki,3,1564,3,103
Kharadi,2,1256,2,65
Kondhwa,2,1047,2,89
Kondhwa Budruk,3,1458,3,78.45
Kondhwa Khurd,2,1063,2,61.17
Kothrud,2,1150,2,52.5
Law College Road,1,450,1,9
Laxmi Road,2,1360,2,45
Lulla Nagar,3,1605,3,76
Mangalwar peth,3,1810,3,100
Manik Bagh,2,1250,2,48.5
Market yard,3,1475,2,58.99
Mukund Nagar,2,850,2,25.4
Mundhawa,2,1025,2,26.65
Nagar Road,2,980,2,45
Nana Peth,3,1428,2,70
Narayan Peth,2,1130,2,74
Narayangaon,3,1592,3,125
Navi Peth,3,2050,3,82
Padmavati,2,1407,2,83.87
Pashan,3,1585,3,84
Paud Road,3,1785,3,130
Pirangut,2,900,2,45
Pune Railway Station,3,1843,3,96.2
Rasta Peth,4,2375,3,260
Raviwar Peth,2,1200,2,67
Sadashiv Peth,2,1113,2,52
Sahakar Nagar,2,1125,2,47
Salunke Vihar,3,1200,3,56
Sasson Road,3,1150,3,45
Satara Road,2,770,1,70
Senapati Bapat Road,2,1181,2,57
Shaniwar Peth,3,1550,3,64.7
Shivaji Nagar,2,1200,2,86
Shukrawar Peth,2,1295,2,55.47
Somwar Peth,3,1506,3,95
Swargate,3,1872,3,152
Uruli Devachi,3,1326,2,35
Vadgaon Budruk,2,1040,2,33.28
Wadgaon Sheri,5,1200,5,90
Viman Nagar,2,1020,2,48
Vishrant Wadi,3,1400,3,90
Wakadewadi,1,812,1,26
Wanowrie,2,1100,2,54
Warje,2,829,2,22.8
Ambegaon Budruk,3,1500,3,72.99
Anandnagar,2,850,2,25.99
Aundh,2,1180,2,60
Balaji Nagar,3,2215,4,150
Baner,2,1010,2,36
Baner road,2,1350,2,60
Bhandarkar Road,2,1100,2,50
Bhavani Peth,3,1450,2,62.93
Bibvewadi,2,1133,2,40
Bopodi,3,1564,3,100
Budhwar Peth,2,640,1,10.5
Bund Garden Road,3,2072,4,157
Chandan Nagar,3,1460,2,51.1
Dapodi,1,600,2,35
Deccan Gymkhana,2,1050,2,52.07
Dehu Road,2,700,2,35
Dhankawadi,3,1200,3,66
Dhayari Phata,1,654,1,38
Dhole Patil Road,2,1105,2,50
Erandwane,3,1800,3,150
Fergusson College Road,1,700,1,30.84
Ganesh Peth,2,1000,2,51
Ghorpade Peth,3,1240,2,63
Ghorpadi,2,1200,2,45
Gokhale Nagar,3,1400,2,80
Gultekdi,3,1393,3,54
Guruwar peth,2,1140,2,50
Hadapsar Industrial Estate,3,1640,3,70
Hingne Khurd,2,1200,2,62
Jangali Maharaj Road,2,720,2,65
Kalyani Nagar,3,1650,3,68
Karve Nagar,4,2496,4,125
Karve Road,2,905,2,32
Kasba Peth,3,1600,3,125
Katraj,2,1070,2,45.48
Khadki,2,1200,2,100
Kondhwa Budruk,2,1145,2,75
Kondhwa Khurd,3,1495,3,55
Kothrud,3,1400,3,53
Law College Road,3,1558,3,90
Laxmi Road,2,1007,2,53
Lulla Nagar,2,902,2,25.26
Mahatma Gandhi Road,2,1054,2,53
Mangalwar peth,3,1135,2,39.73
Manik Bagh,2,996,2,49
Market yard,2,1275,2,47
Model colony,2,1250,2,75
Mukund Nagar,4,2502,4,170
Mundhawa,2,1394,2,52
Nagar Road,2,1243,2,46
Nana Peth,2,1216,2,75
Narayan Peth,2,1075,2,57
Narayangaon,2,1800,2,42.3
Navi Peth,3,1500,3,120
Padmavati,4,1708,3,76
Pashan,3,1800,4,115
Paud Road,2,1532,2,65
Pirangut,3,1726,3,81.99
Prabhat Road,2,1220,2,54.89
Pune Railway Station,2,1100,2,50
Rasta Peth,3,1530,3,40
Raviwar Peth,2,840,2,28
Sadashiv Peth,3,1250,4,39
Sahakar Nagar,2,1030,2,35
Salunke Vihar,3,1499,3,89
Sasson Road,3,1280,2,55
Satara Road,2,1170,2,59
Shaniwar Peth,2,1161,2,36.69
Shivaji Nagar,2,1633,2,72
Shukrawar Peth,2,1050,2,65
Somwar Peth,1,552.5,1,13.26
Swargate,1,418,2,11.5
Tilak Road,2,905,2,50
Uruli Devachi,3,1510,2,55
Vadgaon Budruk,3,1390,2,60.47
Wadgaon Sheri,2,1101,2,66
Vishrant Wadi,3,2350,4,163
Wagholi,2,1056,2,55
Wakadewadi,3,1425,2,49.88
Wanowrie,3,1450,3,70
Warje,2,1000,2,34
Yerawada,1,575,1,38
Alandi Road,3,1350,2,47.24
Ambegaon Budruk,3,2000,2,180
Anandnagar,3,1770,3,90
Aundh Road,2,616,3,45
Balaji Nagar,1,745,1,34.27
Bhandarkar Road,2,1547,2,103
Bhavani Peth,3,1713,3,120
Budhwar Peth,3,1856,4,180
Bund Garden Road,2,1152,2,57
Camp,2,1100,2,46.75
Chandan Nagar,3,2357,3,135
Dapodi,3,1820,4,95
Deccan Gymkhana,3,1865,3,139
Dehu Road,2,1240,2,65
Dhankawadi,3,1360,3,75
Dhole Patil Road,3,1450,2,63.51
Erandwane,2,1139,2,72
Fatima Nagar,3,1565,2,56
Ganeshkhind,2,1200,2,39
Ghorpade Peth,3,1855,3,140
Ghorpadi,2,1100,2,55
Gokhale Nagar,3,1350,2,65
Gultekdi,3,2266,3,207
Guruwar peth,1,660,1,23
Hadapsar,2,1490,2,150
Hadapsar Industrial Estate,3,1083,2,48
Hingne Khurd,2,1232,2,83
Jangali Maharaj Road,3,1550,3,86.8
Kalyani Nagar,2,1227,2,70
Karve Nagar,2,1059,2,68
Karve Road,2,545,1,29
Kasba Peth,2,1152,2,54
Katraj,2,870,1,45
Khadaki,2,1210,2,78
Khadki,1,663,1,46.1
Kharadi,3,1464,2,135
Kondhwa,3,1365,3,80
Kondhwa Budruk,3,1704,3,120
Kondhwa Khurd,3,1495,2,60.55
Koregaon Park,2,1256,2,73
Kothrud,2,883,2,49
Law College Road,3,1080,2,45
Laxmi Road,2,497,1,25
Lulla Nagar,2,1073,2,52.36
Mangalwar peth,2,1300,2,32
Manik Bagh,1,662,1,45
Market yard,2,1200,2,75
Model colony,3,1550,3,75
Mukund Nagar,3,1707,3,171
Mundhawa,2,1310,2,80.43
Nagar Road,3,1577,3,65
Nana Peth,3,1324,3,65
Narayan Peth,3,1786,2,106
Narayangaon,2,1174,2,75
Navi Peth,1,565,1,33
Padmavati,3,1400,2,95
Parvati Darshan,1,635,1,28
Paud Road,3,1368,2,54.71
Pirangut,3,1450,3,55
Prabhat Road,2,1045,2,48
Pune Railway Station,2,1128,2,65.4
Rasta Peth,2,1125,2,54
Raviwar Peth,2,1195,2,62.38
Sahakar Nagar,3,1350,2,105
Salunke Vihar,3,1740,3,120
Sasson Road,2,877,2,29
Satara Road,3,1770,4,68
Senapati Bapat Road,1,450,1,15
Shaniwar Peth,2,1000,2,55
Shivaji Nagar,2,1300,2,78
Shukrawar Peth,3,1300,2,42
Sinhagad Road,2,985,2,40.39
Somwar Peth,2,1045,2,42
Swargate,2,1250,2,62.4
Tilak Road,3,2400,4,130
Uruli Devachi,2,1194,2,46
Vadgaon Budruk,3,1420,3,68
Wadgaon Sheri,3,1720,3,83
Viman Nagar,3,1530,2,74.4
Vishrant Wadi,3,1200,2,66
Wagholi,3,1570,3,88
Wakadewadi,3,1157,2,74
Wanowrie,2,535,1,20
Warje,2,1120,2,39.2
Yerawada,2,1150,2,60
Alandi Road,5,2400,5,200
Ambegaon Budruk,2,1215,2,68
Anandnagar,2,1444,2,75.97
Aundh,3,2003,3,200
Aundh Road,2,1100,2,70
Balaji Nagar,2,900,2,42
Baner,3,1372,2,43.9
Bhandarkar Road,3,1180,2,55.5
Bhavani Peth,2,1096,2,39
Bibvewadi,3,2504,3,138
Bopodi,3,1350,2,47.25
Budhwar Peth,1,420,1,23.5
Bund Garden Road,3,1832,3,116
Camp,6,1380,7,130
Chandan Nagar,2,940,2,40
Deccan Gymkhana,2,1020,2,29.45
Dehu Road,6,2500,6,81
Dhankawadi,2,1400,2,45
Dhayari Phata,3,1675,3,65
Dhole Patil Road,2,708,2,32
Erandwane,2,1123,2,36
Fatima Nagar,2,1100,2,49.49
Fergusson College Road,2,1225,2,71.05
Ganesh Peth,3,1683,3,140
Ganeshkhind,1,410,1,15
Ghorpadi,4,1350,4,90
Gokhale Nagar,2,1475,2,80
Gultekdi,2,1120,2,49
Guruwar peth,2,1150,2,42
Hadapsar,2,1165,2,85
Hadapsar Industrial Estate,3,1756,3,134
Hingne Khurd,2,1409,2,95
Jangali Maharaj Road,2,1212,2,56.9
Kalyani Nagar,2,1140,2,26.49
Karve Nagar,3,2087.01,3,115
Karve Road,1,775,1,34.1
Kasba Peth,3,1700,3,118
Katraj,3,1732.5,3,91.855
Khadaki,2,1110,2,52
Khadki,2,1000,2,28.88
Kharadi,7,1550,7,160
Kondhwa Khurd,5,1600,5,140
Koregaon Park,2,1205,2,64.47
Kothrud,2,1418,2,105
Law College Road,3,1650,3,82
Lulla Nagar,2,1150,2,38
Mangalwar peth,4,2400,5,100
Manik Bagh,2,850,2,34
Market yard,3,1580,3,83.74
Model colony,2,1216,2,84.03
Mukund Nagar,1,381,1,28
Nagar Road,2,1040,2,55
Nana Peth,4,2429,3,210
Narayan Peth,3,1260,2,49
Narayangaon,3,1498,3,74.9
Navi Peth,3,1200,2,65
Padmavati,2,1355,2,72.9
Parvati Darshan,3,1450,3,65
Pashan,3,1860,3,168
Paud Road,2,1240,2,70
Pirangut,3,1300,2,55
Prabhat Road,4,2500,5,245
Pune Railway Station,3,1950,4,120
Rasta Peth,3,1625,2,145
Raviwar Peth,2,1200,2,30
Sadashiv Peth,2,1101,2,66
Sahakar Nagar,2,1216,2,72.5
Salunke Vihar,3,1250,2,50
Sasson Road,3,2100,3,70
Satara Road,3,1470,3,54
Senapati Bapat Road,3,1365,3,76.18
Shaniwar Peth,2,1364,2,64.79
Shivaji Nagar,2,1180,2,59.47
Shukrawar Peth,3,1800,3,130
Sinhagad Road,2,1350,2,42
Somwar Peth,3,1573,3,98
Swargate,3,1620,3,95
Tilak Road,2,1072,2,42.87
Uruli Devachi,1,560,1,21
Vadgaon Budruk,2,1156,2,46
Wadgaon Sheri,2,1336,2,86
Viman Nagar,2,1200,2,20
Wagholi,3,1608,3,54.51
Wanowrie,2,1215,2,40
Yerawada,3,1517,3,100
Alandi Road,2,1565,2,69
Anandnagar,3,2025,4,115
Aundh,2,1057,2,34.71
Balaji Nagar,2,1044,2,34
Baner,3,1695,3,125
Baner road,3,1635,3,61
Bhandarkar Road,2,1140,2,56
Bhavani Peth,2,1150,2,35
Bibvewadi,2,1110,2,110
Bopodi,2,1163,2,64.08
Budhwar Peth,3,1418,2,65
Bund Garden Road,2,1155,2,60
Camp,2,1115,2,78
Chandan Nagar,3,2250,3,180
Dapodi,2,1020,2,48.45
Deccan Gymkhana,3,1485,3,78
Dhankawadi,1,1350,2,45
Dhayari Phata,2,1209,2,100
Dhole Patil Road,2,1089,2,43.55
Erandwane,2,1445,2,82
Fatima Nagar,3,1250,2,50
Fergusson College Road,3,1500,3,95
Ganesh Peth,3,1705,3,75
Ganeshkhind,3,2200,3,160
Ghorpadi,8,1800,8,110
Gultekdi,3,1830,3,90
Guruwar peth,3,1450,3,58
Hadapsar,3,1220,3,56
Hadapsar Industrial Estate,2,1259,2,69.45
Hingne Khurd,3,1260,2,73
Jangali Maharaj Road,3,2500,5,120
Kalyani Nagar,3,1919,3,121
Karve Road,3,2050,3,120
Kasba Peth,2,1050,2,103
Katraj,2,1000,2,60
Khadaki,3,1640,3,86.8
Khadki,3,1488,2,65
Kharadi,3,1265,2,53.12
Kondhwa,3,1640,3,120
Kondhwa Budruk,3,1719.3,2,88
Kondhwa Khurd,4,1200,4,130
Koregaon Park,2,1180,2,70
Kothrud,3,1700,3,110
Law College Road,2,1464,3,56
Laxmi Road,6,1800,6,68
Mahatma Gandhi Road,2,1225,2,62
Mangalwar peth,2,1050,2,68
Manik Bagh,3,1691,3,120
Market yard,3,2250,3,199
Mukund Nagar,8,1244,6,130
Nagar Road,2,1190,2,42.25
Nana Peth,2,1243,2,46
Narayan Peth,2,765,2,37.49
Narayangaon,2,730,1,52
Padmavati,3,1350,3,45.9
Parvati Darshan,1,500,1,18
Pashan,2,1200,2,55
Paud Road,2,1165,2,33.64
Pirangut,3,1400,2,57
Pune Railway Station,3,1668,2,120
Rasta Peth,1,700,1,35
Raviwar Peth,3,1485,2,66
Sadashiv Peth,2,700,2,41
Sahakar Nagar,3,1346,2,100
Salunke Vihar,3,1075,2,47
Sasson Road,2,1050,2,43.5
Satara Road,3,1800,3,53
Senapati Bapat Road,3,1609,3,115
Shaniwar Peth,2,770,1,35
Shivaji Nagar,2,1076,2,50
Shukrawar Peth,2,1052,2,51
Sinhagad Road,2,1000,2,35
Somwar Peth,2,1000,2,28.88
Swargate,3,1262,2,83
Tilak Road,3,720,3,48
Uruli Devachi,1,500,1,16
Viman Nagar,2,1251,2,53
Wagholi,2,1140,2,49
Wakadewadi,2,1157,2,47.32
Wanowrie,1,648,1,34
Warje,2,1197,2,78
Yerawada,3,1500,3,51.04
Alandi Road,2,1185,2,51.15
Ambegaon Budruk,3,2400,2,125
Anandnagar,3,1397,3,105
Aundh,2,1175,2,47
Aundh Road,2,900,2,60
Baner,3,1720,2,126
Bhandarkar Road,1,602,1,38
Bhavani Peth,3,1770,3,180
Bopodi,2,1295,2,43.9
Budhwar Peth,2,1200,2,46.5
Bund Garden Road,2,1100,2,45
Camp,2,1194,2,46
Chandan Nagar,3,720,2,32
Dapodi,3,1476,3,105
Deccan Gymkhana,2,1056,2,65
Dehu Road,2,825,2,35
Dhankawadi,3,1860,3,130
Dhayari Phata,2,1063,2,40
Dhole Patil Road,1,697,1,35
Erandwane,1,2400,2,230
Fatima Nagar,2,1200,1,36
Fergusson College Road,3,1835,3,160
Ganesh Peth,3,1532.5,3,79.465
Ganeshkhind,2,1147,2,75
Ghorpade Peth,3,1360,2,47.59
Gokhale Nagar,2,1080,2,64
Gultekdi,2,1010,2,40.4
Hadapsar,2,1270,2,95
Hadapsar Industrial Estate,2,1100,2,61
Hingne Khurd,2,1410,3,92
Jangali Maharaj Road,2,1065,2,41.38
Kalyani Nagar,2,1200,1,36
Karve Nagar,3,1315,3,65
Kasba Peth,2,1140,2,43
Katraj,2,960,2,45
Khadaki,2,800,1,29
Khadki,2,1225,2,47
Kharadi,2,1020,2,45
Kondhwa,2,750,2,27
Kondhwa Khurd,1,535,1,35
